0,0.3617021276595745,0.08241758241758242
1,0.8487394957983193,0.7040816326530612
1,0.5225225225225225,0.26136363636363635
0,0.43564356435643564,0.11042944785276074
0,0.37962962962962965,0.06103286384976526
0,0.5045045045045045,0.15736040609137056
1,0.65,0.46540880503144655
0,0.39603960396039606,0.07692307692307693
0,0.37362637362637363,0.09696969696969697
1,0.978021978021978,0.9142857142857143
1,0.9239130434782609,0.7867647058823529
1,0.9803921568627451,0.8597560975609756
1,0.7821782178217822,0.5419354838709678
0,0.4,0.030303030303030304
0,0.4057971014492754,0.06896551724137931
1,0.7878787878787878,0.6785714285714286
0,0.4418604651162791,0.140625
1,1.0,1.0
1,0.4909090909090909,0.18681318681318682
1,0.5727272727272728,0.3
1,0.5833333333333334,0.4623115577889447
0,0.30526315789473685,0.07534246575342465
1,0.6796875,0.3878504672897196
1,0.5698924731182796,0.3129251700680272
1,0.7388535031847133,0.5487364620938628
1,0.6535433070866141,0.373134328358209
1,0.5522388059701493,0.3537117903930131
1,0.65625,0.2556818181818182
0,0.3007518796992481,0.029914529914529916
1,0.5303030303030303,0.3409090909090909
1,0.8604651162790697,0.6904761904761905
1,0.625,0.4230769230769231
0,0.43089430894308944,0.13227513227513227
0,0.34615384615384615,0.037914691943127965
0,0.3826086956521739,0.12903225806451613
1,0.7631578947368421,0.6739130434782609
0,0.4946236559139785,0.18243243243243243
0,0.36082474226804123,0.13793103448275862
1,0.6081081081081081,0.39855072463768115
1,0.6761904761904762,0.29508196721311475
1,0.8044692737430168,0.5605095541401274
1,0.9069767441860465,0.7
1,0.32432432432432434,0.05504587155963303
0,0.4157303370786517,0.10714285714285714
0,0.5151515151515151,0.16149068322981366
0,0.45054945054945056,0.08928571428571429
0,0.4596774193548387,0.11467889908256881
0,0.32456140350877194,0.06521739130434782
0,0.31543624161073824,0.09056603773584905
1,0.5398230088495575,0.24193548387096775
1,0.5176470588235295,0.33613445378151263
1,1.0,0.957983193277311
1,0.9871794871794872,0.9649122807017544
0,0.42592592592592593,0.1411042944785276
0,0.38461538461538464,0.06976744186046512
1,0.7708333333333334,0.4189189189189189
1,0.9076923076923077,0.6989247311827957
0,0.3671875,0.05472636815920398
1,0.6842105263157895,0.5294117647058824
1,0.782608695652174,0.6103896103896104
1,0.9551282051282052,0.9209621993127147
0,0.3611111111111111,0.09174311926605505
1,0.7130434782608696,0.36363636363636365
1,0.39473684210526316,0.09183673469387756
0,0.2764227642276423,0.0663265306122449
1,0.7938931297709924,0.5401785714285714
1,0.5555555555555556,0.11494252873563218
1,0.990909090909091,0.9308510638297872
1,0.5053763440860215,0.33727810650887574
0,0.24427480916030533,0.0273224043715847
