0,0.3617021276595745,0.08241758241758243,0.00975609756097561
1,0.8487394957983193,0.7040816326530612,0.6084905660377359
1,0.5225225225225225,0.26136363636363635,0.15934065934065933
0,0.4356435643564357,0.11042944785276074,0.032432432432432434
0,0.3796296296296297,0.061032863849765265,0.008438818565400843
0,0.5045045045045045,0.15736040609137056,0.0372093023255814
1,0.65,0.4654088050314466,0.3779069767441861
0,0.3960396039603961,0.07692307692307693,0.0
0,0.3736263736263736,0.09696969696969696,0.0273224043715847
1,0.978021978021978,0.9142857142857144,0.8741258741258742
1,0.9239130434782608,0.7867647058823529,0.6737588652482269
1,0.9803921568627452,0.8597560975609756,0.75
1,0.7821782178217822,0.5419354838709678,0.42168674698795183
0,0.4,0.030303030303030307,0.0
0,0.4057971014492754,0.06896551724137931,0.0
1,0.7878787878787878,0.6785714285714286,0.6428571428571429
0,0.4418604651162791,0.140625,0.028985507246376805
1,1.0,1.0,0.9888888888888888
1,0.4909090909090909,0.1868131868131868,0.07291666666666667
1,0.5727272727272728,0.3,0.205
1,0.5833333333333334,0.4623115577889447,0.3590909090909091
0,0.30526315789473685,0.07534246575342465,0.013157894736842105
1,0.6796875,0.3878504672897196,0.2380952380952381
1,0.5698924731182796,0.3129251700680272,0.1962025316455696
1,0.7388535031847133,0.5487364620938628,0.4779661016949153
1,0.6535433070866141,0.373134328358209,0.19523809523809524
1,0.5522388059701493,0.3537117903930131,0.2971887550200803
1,0.65625,0.2556818181818182,0.08247422680412371
0,0.3007518796992481,0.02991452991452992,0.003952569169960474
1,0.5303030303030303,0.3409090909090909,0.19491525423728812
1,0.8604651162790697,0.6904761904761905,0.6026785714285714
1,0.625,0.4230769230769231,0.3688212927756654
0,0.43089430894308944,0.13227513227513227,0.03
0,0.3461538461538461,0.03791469194312797,0.0
0,0.3826086956521739,0.12903225806451613,0.02030456852791878
1,0.7631578947368421,0.6739130434782609,0.6377551020408163
0,0.4946236559139785,0.18243243243243246,0.025
0,0.3608247422680412,0.13793103448275862,0.04
1,0.6081081081081081,0.3985507246376812,0.29878048780487804
1,0.6761904761904762,0.29508196721311475,0.13930348258706468
1,0.8044692737430168,0.5605095541401274,0.4311926605504587
1,0.9069767441860463,0.7,0.4931506849315068
1,0.32432432432432434,0.05504587155963303,0.0
0,0.4157303370786517,0.10714285714285714,0.0136986301369863
0,0.5151515151515151,0.16149068322981364,0.04733727810650888
0,0.4505494505494506,0.08928571428571429,0.0213903743315508
0,0.4596774193548387,0.1146788990825688,0.01702127659574468
0,0.32456140350877194,0.06521739130434782,0.015544041450777204
0,0.31543624161073824,0.09056603773584904,0.01048951048951049
1,0.5398230088495575,0.2419354838709677,0.12626262626262627
1,0.5176470588235295,0.33613445378151263,0.2661290322580645
1,1.0,0.9579831932773109,0.9212598425196852
1,0.9871794871794872,0.9649122807017544,0.9401709401709402
0,0.4259259259259259,0.1411042944785276,0.029239766081871343
0,0.38461538461538464,0.06976744186046513,0.03296703296703297
1,0.7708333333333334,0.4189189189189189,0.2625
1,0.9076923076923076,0.6989247311827957,0.5106382978723404
0,0.3671875,0.05472636815920398,0.0
1,0.6842105263157895,0.5294117647058824,0.4455445544554456
1,0.7826086956521741,0.6103896103896104,0.4764705882352941
1,0.9551282051282052,0.9209621993127148,0.8971962616822429
0,0.3611111111111111,0.09174311926605504,0.02654867256637168
1,0.7130434782608696,0.3636363636363637,0.20725388601036268
1,0.3947368421052632,0.09183673469387756,0.009389671361502348
0,0.2764227642276423,0.0663265306122449,0.00966183574879227
1,0.7938931297709924,0.5401785714285714,0.40425531914893614
1,0.5555555555555556,0.11494252873563217,0.026178010471204192
1,0.990909090909091,0.9308510638297872,0.8811881188118812
1,0.5053763440860215,0.3372781065088757,0.2972972972972973
0,0.2442748091603053,0.0273224043715847,0.0
